episode,total_reward,target_reward,smoothed_total_reward_100,smoothed_target_reward_100
374,-295.45363379257975,-13.822873111156046,-218.15088480064065,-26.593450834310296
375,-199.1647020555644,-11.848949888929969,-217.71054259875777,-26.372566781415166
376,-226.55633621965728,-13.53709538499107,-218.5238200605262,-26.36485929925473
377,-160.5119539305543,-25.875072350171433,-218.55917109698817,-26.483369236198286
378,-202.76989003885737,-19.039676921465837,-217.6863772421507,-26.34207358755468
379,-165.7487896638731,-20.83964682942279,-217.76324685126517,-26.06946895939005
380,-176.29403801681332,-12.317877241001487,-217.99960397991703,-25.871323445228164
381,-168.13755109960675,-27.73081371874492,-218.0189062059764,-25.799416430961543
382,-155.5389149935397,-87.04987918380415,-217.74260359839005,-26.524518032457884
383,-173.9386416932269,-13.204831502792498,-217.2698763207476,-26.494913451225685
384,-247.59331671792805,-13.684089249846416,-217.05134500987822,-26.473787689439757
385,-137.70132441297716,-10.91401744154933,-216.8381917784673,-26.07168916529487
386,-161.02706946373527,-12.61481241221398,-216.42493369145282,-26.071884057345077
387,-242.95700280604564,-12.761488923560027,-216.9460437064293,-25.2615883370138
388,-197.41155464369425,-12.260001322181859,-217.06671472716062,-24.829118475344842
389,-192.00900418209986,-12.161691494658998,-216.92977171065175,-24.781915281806572
390,-110.3005602544338,-21.003595164730733,-215.808011182133,-24.427075240767127
391,-225.63774236186592,-32.60219038381424,-216.31185741873094,-24.403018782927226
392,-154.98830009045116,-18.01763858590687,-215.5902661261006,-24.393542176770655
393,-174.60749507853984,-20.6319037031741,-215.59178612837002,-24.413174779376813
394,-223.56596624897134,-26.533669547546495,-215.9231560403137,-24.45174002598263
395,-217.28590653174285,-22.385105037821468,-216.8641513173637,-24.361208250890375
396,-248.31599173543648,-19.323090776537807,-217.99808421896068,-23.9694438615309
397,-256.68671929571065,-32.10737621344112,-218.7062383235327,-23.981728503749515
398,-223.3350253906125,-38.282757002932236,-219.13420029300218,-23.771448545880006
399,-148.05312719624806,-22.223659179633028,-219.11642682914098,-23.835061666412127
400,-260.19602980977174,-44.395888705279475,-220.52190021645754,-24.06850258395043
401,-198.51366745814352,-28.20196791943451,-220.51613329129177,-23.95370308993919
402,-222.20162248163388,-54.299122446489804,-220.74016560357165,-23.91982443944689
403,-213.68998293706102,-52.02515851600988,-221.35786929344974,-24.222626055626655
404,-343.5818416591387,-64.53996507856263,-223.00236560880882,-24.63132393802775
